Drug_Name	DRUG_CURIES	Gene_Symbol	GENE_CURIES	Disease_Name	DISEASE_CURIES
orciprenalinesulfate	CHEBI:83332	ADRB2	NCBIGene:154	bronchitis	MONDO:0003781
Pirbuterol	PUBCHEM.COMPOUND:4845	ADRB2	NCBIGene:154	bronchitis	MONDO:0003781
Terbutaline	PUBCHEM.COMPOUND:5403	ADRB2	NCBIGene:154	bronchitis	MONDO:0003781
Theophylline	PUBCHEM.COMPOUND:2153	ADORA1	NCBIGene:134	bronchitis	MONDO:0003781
Theophylline	PUBCHEM.COMPOUND:2153	ADORA2A	NCBIGene:135	bronchitis	MONDO:0003781
Theophylline	PUBCHEM.COMPOUND:2153	ADORA2B	NCBIGene:136	bronchitis	MONDO:0003781
Theophylline	PUBCHEM.COMPOUND:2153	PDE3A	NCBIGene:5139	bronchitis	MONDO:0003781
Theophylline	PUBCHEM.COMPOUND:2153	PDE4A	NCBIGene:5141	bronchitis	MONDO:0003781
tiotropiumbromide	DrugCentral:2677	CHRM3	NCBIGene:1131	bronchitis	MONDO:0003781
Umeclidinium	PUBCHEM.COMPOUND:11519070	CHRM3	NCBIGene:1131	bronchitis	MONDO:0003781
Vilanterol	PUBCHEM.COMPOUND:10184665	ADRB2	NCBIGene:154	bronchitis	MONDO:0003781
Cepharanthine	PUBCHEM.COMPOUND:10206	NFKB1	NCBIGene:4790	leukopenia	MONDO:0003785
Cepharanthine	PUBCHEM.COMPOUND:10206	PRKAA1	NCBIGene:5562	leukopenia	MONDO:0003785
Betamethasone	PUBCHEM.COMPOUND:9782	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Betamethasoneacetate	PUBCHEM.COMPOUND:443967	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Dexamethasone	PUBCHEM.COMPOUND:5743	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Hydrocortisoneacetate	PUBCHEM.COMPOUND:5744	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Methylprednisolone	PUBCHEM.COMPOUND:6741	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Prednisolone	PUBCHEM.COMPOUND:5755	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Prednisone	PUBCHEM.COMPOUND:5865	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Triamcinolone	PUBCHEM.COMPOUND:31307	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Triamcinoloneacetonide	PUBCHEM.COMPOUND:6436	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Triamcinolonediacetate	PUBCHEM.COMPOUND:6216	NR3C1	NCBIGene:2908	thyroiditis	MONDO:0004126
Duloxetine	PUBCHEM.COMPOUND:60835	SLC6A2	NCBIGene:6530	femalestressincontinence	MONDO:0004160
Duloxetine	PUBCHEM.COMPOUND:60835	SLC6A4	NCBIGene:6532	femalestressincontinence	MONDO:0004160
Carbenoxolone	PUBCHEM.COMPOUND:636403	HSD11B1	NCBIGene:3290	pepticulcerdisease	MONDO:0004247
Chlordiazepoxide	PUBCHEM.COMPOUND:2712	GABRA1	NCBIGene:2554	pepticulcerdisease	MONDO:0004247
Chlordiazepoxide	PUBCHEM.COMPOUND:2712	GABRA2	NCBIGene:2555	pepticulcerdisease	MONDO:0004247
Chlordiazepoxide	PUBCHEM.COMPOUND:2712	GABRA3	NCBIGene:2556	pepticulcerdisease	MONDO:0004247
Chlordiazepoxide	PUBCHEM.COMPOUND:2712	GABRA5	NCBIGene:2558	pepticulcerdisease	MONDO:0004247
Chlordiazepoxide	PUBCHEM.COMPOUND:2712	GABRB2	NCBIGene:2561	pepticulcerdisease	MONDO:0004247
Chlordiazepoxide	PUBCHEM.COMPOUND:2712	GABRB3	NCBIGene:2562	pepticulcerdisease	MONDO:0004247
Chlordiazepoxide	PUBCHEM.COMPOUND:2712	GABRG2	NCBIGene:2566	pepticulcerdisease	MONDO:0004247
Dexlansoprazole	PUBCHEM.COMPOUND:9578005	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Dexlansoprazole	PUBCHEM.COMPOUND:9578005	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
Dexrabeprazole	PUBCHEM.COMPOUND:9906855	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Dexrabeprazole	PUBCHEM.COMPOUND:9906855	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
Esomeprazole	PUBCHEM.COMPOUND:9568614	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Esomeprazole	PUBCHEM.COMPOUND:9568614	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
Glycopyrroniumbromide	PUBCHEM.COMPOUND:67204829	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Glycopyrroniumbromide	PUBCHEM.COMPOUND:67204829	CHRM2	NCBIGene:1129	pepticulcerdisease	MONDO:0004247
Glycopyrroniumbromide	PUBCHEM.COMPOUND:67204829	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Glycopyrroniumbromide	PUBCHEM.COMPOUND:67204829	CHRM4	NCBIGene:1132	pepticulcerdisease	MONDO:0004247
Glycopyrroniumbromide	PUBCHEM.COMPOUND:67204829	CHRM5	NCBIGene:1133	pepticulcerdisease	MONDO:0004247
Hyoscyamine	PUBCHEM.COMPOUND:154417	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Hyoscyamine	PUBCHEM.COMPOUND:154417	CHRM2	NCBIGene:1129	pepticulcerdisease	MONDO:0004247
Hyoscyamine	PUBCHEM.COMPOUND:154417	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Ilaprazole	PUBCHEM.COMPOUND:214351	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Ilaprazole	PUBCHEM.COMPOUND:214351	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
Isopropamide	PUBCHEM.COMPOUND:3775	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Isopropamide	PUBCHEM.COMPOUND:3775	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Lansoprazole	PUBCHEM.COMPOUND:3883	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Lansoprazole	PUBCHEM.COMPOUND:3883	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
Mepenzolate	PUBCHEM.COMPOUND:4057	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Mepenzolate	PUBCHEM.COMPOUND:4057	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Methantheline	PUBCHEM.COMPOUND:4097	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Methantheline	PUBCHEM.COMPOUND:4097	CHRM2	NCBIGene:1129	pepticulcerdisease	MONDO:0004247
Methantheline	PUBCHEM.COMPOUND:4097	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Methantheline	PUBCHEM.COMPOUND:4097	CHRM4	NCBIGene:1132	pepticulcerdisease	MONDO:0004247
Methantheline	PUBCHEM.COMPOUND:4097	CHRM5	NCBIGene:1133	pepticulcerdisease	MONDO:0004247
Nizatidine	PUBCHEM.COMPOUND:3033637	HRH2	NCBIGene:3274	pepticulcerdisease	MONDO:0004247
Methyloctatropinebromide	PUBCHEM.COMPOUND:21867154	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Methyloctatropinebromide	PUBCHEM.COMPOUND:21867154	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Omeprazole	PUBCHEM.COMPOUND:4594	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Omeprazole	PUBCHEM.COMPOUND:4594	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
Oxyphencyclimine	PUBCHEM.COMPOUND:4642	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Oxyphencyclimine	PUBCHEM.COMPOUND:4642	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Pantoprazole	PUBCHEM.COMPOUND:4679	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Pantoprazole	PUBCHEM.COMPOUND:4679	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
Pirenzepine	PUBCHEM.COMPOUND:4848	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Propantheline	PUBCHEM.COMPOUND:4934	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Propantheline	PUBCHEM.COMPOUND:4934	CHRM2	NCBIGene:1129	pepticulcerdisease	MONDO:0004247
Propantheline	PUBCHEM.COMPOUND:4934	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Rabeprazole	PUBCHEM.COMPOUND:5029	ATP4A	NCBIGene:495	pepticulcerdisease	MONDO:0004247
Rabeprazole	PUBCHEM.COMPOUND:5029	ATP4B	NCBIGene:496	pepticulcerdisease	MONDO:0004247
SCOPOLAMINE	CHEMBL.COMPOUND:CHEMBL569713	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Tridihexethyl	PUBCHEM.COMPOUND:20299	CHRM1	NCBIGene:1128	pepticulcerdisease	MONDO:0004247
Tridihexethyl	PUBCHEM.COMPOUND:20299	CHRM3	NCBIGene:1131	pepticulcerdisease	MONDO:0004247
Carbimazole	PUBCHEM.COMPOUND:31072	TPO	NCBIGene:7173	hyperthyroidism	MONDO:0004425
Propylthiouracil	PUBCHEM.COMPOUND:657298	DIO1	NCBIGene:1733	hyperthyroidism	MONDO:0004425
Propylthiouracil	PUBCHEM.COMPOUND:657298	TPO	NCBIGene:7173	hyperthyroidism	MONDO:0004425
Cilastatin	PUBCHEM.COMPOUND:6435415	DPEP1	NCBIGene:1800	peritonitis	MONDO:0004522
Lidocaine	PUBCHEM.COMPOUND:3676	SCN10A	NCBIGene:6336	scabies	MONDO:0004525
Lidocaine	PUBCHEM.COMPOUND:3676	SCN2A	NCBIGene:6326	scabies	MONDO:0004525
Lidocaine	PUBCHEM.COMPOUND:3676	SCN3A	NCBIGene:6328	scabies	MONDO:0004525
Lidocaine	PUBCHEM.COMPOUND:3676	SCN4A	NCBIGene:6329	scabies	MONDO:0004525
Lidocaine	PUBCHEM.COMPOUND:3676	SCN5A	NCBIGene:6331	scabies	MONDO:0004525
Lidocaine	PUBCHEM.COMPOUND:3676	SCN9A	NCBIGene:6335	scabies	MONDO:0004525
Prednisolone	PUBCHEM.COMPOUND:5755	NR3C1	NCBIGene:2908	extrinsicallergicalveolitis	MONDO:0004553
Everolimus	PUBCHEM.COMPOUND:6442177	FKBP1A	NCBIGene:2280	kidneyangiomyolipoma	MONDO:0004555
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	cornealulcer	MONDO:0004577
Dexamethasone	PUBCHEM.COMPOUND:5743	NR3C1	NCBIGene:2908	cornealulcer	MONDO:0004577
Fluorometholone	PUBCHEM.COMPOUND:9878	NR3C1	NCBIGene:2908	cornealulcer	MONDO:0004577
Fluorometholoneacetate	PUBCHEM.COMPOUND:240767	NR3C1	NCBIGene:2908	cornealulcer	MONDO:0004577
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	cornealulcer	MONDO:0004577
Medrysone	PUBCHEM.COMPOUND:247839	NR3C1	NCBIGene:2908	cornealulcer	MONDO:0004577
Prednisolone	PUBCHEM.COMPOUND:5755	NR3C1	NCBIGene:2908	cornealulcer	MONDO:0004577
Cilastatin	PUBCHEM.COMPOUND:6435415	DPEP1	NCBIGene:1800	bacterialpneumonia	MONDO:0004652
AFLIBERCEPT	CHEMBL.COMPOUND:CHEMBL1742982	PGF	NCBIGene:5228	diabeticmacularedema	MONDO:0004728
AFLIBERCEPT	CHEMBL.COMPOUND:CHEMBL1742982	VEGFA	NCBIGene:7422	diabeticmacularedema	MONDO:0004728
AFLIBERCEPT	CHEMBL.COMPOUND:CHEMBL1742982	VEGFB	NCBIGene:7423	diabeticmacularedema	MONDO:0004728
RANIBIZUMAB	CHEMBL.COMPOUND:CHEMBL1201825	VEGFA	NCBIGene:7422	diabeticmacularedema	MONDO:0004728
Fluticasonepropionate	PUBCHEM.COMPOUND:444036	NR3C1	NCBIGene:2908	intrinsicasthma	MONDO:0004765
Formoterol	PUBCHEM.COMPOUND:3410	ADRB2	NCBIGene:154	intrinsicasthma	MONDO:0004765
Mometasonefuroate	PUBCHEM.COMPOUND:441336	NR3C1	NCBIGene:2908	intrinsicasthma	MONDO:0004765
Montelukast	PUBCHEM.COMPOUND:5281040	CYSLTR1	NCBIGene:10800	intrinsicasthma	MONDO:0004765
Salmeterol	PUBCHEM.COMPOUND:5152	ADRB2	NCBIGene:154	intrinsicasthma	MONDO:0004765
Zileuton	PUBCHEM.COMPOUND:60490	ALOX5	NCBIGene:240	intrinsicasthma	MONDO:0004765
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Dexamethasone	PUBCHEM.COMPOUND:5743	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Fluorometholone	PUBCHEM.COMPOUND:9878	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Fluorometholoneacetate	PUBCHEM.COMPOUND:240767	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Loteprednoletabonate	PUBCHEM.COMPOUND:444025	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Medrysone	PUBCHEM.COMPOUND:247839	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Prednisolone	PUBCHEM.COMPOUND:5755	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Prednisoloneacetate	PUBCHEM.COMPOUND:5834	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
Prednisolonesodiumsuccinate	PUBCHEM.COMPOUND:23680518	NR3C1	NCBIGene:2908	iridocyclitis	MONDO:0004773
SCOPOLAMINE	CHEMBL.COMPOUND:CHEMBL569713	CHRM1	NCBIGene:1128	iridocyclitis	MONDO:0004773
ALTEPLASE	CHEMBL.COMPOUND:CHEMBL1201593	PLG	NCBIGene:5340	acutemyocardialinfarction	MONDO:0004781
RETEPLASE	CHEMBL.COMPOUND:CHEMBL2107885	PLG	NCBIGene:5340	acutemyocardialinfarction	MONDO:0004781
TENECTEPLASE	CHEMBL.COMPOUND:CHEMBL2108791	PLG	NCBIGene:5340	acutemyocardialinfarction	MONDO:0004781
Fluticasonepropionate	PUBCHEM.COMPOUND:444036	NR3C1	NCBIGene:2908	allergicasthma	MONDO:0004784
Formoterol	PUBCHEM.COMPOUND:3410	ADRB2	NCBIGene:154	allergicasthma	MONDO:0004784
Mometasonefuroate	PUBCHEM.COMPOUND:441336	NR3C1	NCBIGene:2908	allergicasthma	MONDO:0004784
Montelukast	PUBCHEM.COMPOUND:5281040	CYSLTR1	NCBIGene:10800	allergicasthma	MONDO:0004784
Salmeterol	PUBCHEM.COMPOUND:5152	ADRB2	NCBIGene:154	allergicasthma	MONDO:0004784
Zileuton	PUBCHEM.COMPOUND:60490	ALOX5	NCBIGene:240	allergicasthma	MONDO:0004784
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	otitisexterna	MONDO:0004795
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	otitisexterna	MONDO:0004795
Desonide	PUBCHEM.COMPOUND:5311066	NR3C1	NCBIGene:2908	otitisexterna	MONDO:0004795
Dexamethasone	PUBCHEM.COMPOUND:5743	NR3C1	NCBIGene:2908	otitisexterna	MONDO:0004795
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	otitisexterna	MONDO:0004795
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	otitisexterna	MONDO:0004795
BENRALIZUMAB	CHEMBL.COMPOUND:CHEMBL1742991	IL5RA	NCBIGene:3568	pulmonaryeosinophilia	MONDO:0004802
MEPOLIZUMAB	CHEMBL.COMPOUND:CHEMBL2108429	IL5	NCBIGene:3567	pulmonaryeosinophilia	MONDO:0004802
Prednisolone	PUBCHEM.COMPOUND:5755	NR3C1	NCBIGene:2908	pulmonaryeosinophilia	MONDO:0004802
RESLIZUMAB	CHEMBL.COMPOUND:CHEMBL2107884	IL5	NCBIGene:3567	pulmonaryeosinophilia	MONDO:0004802
Bitolterol	PUBCHEM.COMPOUND:35330	ADRB2	NCBIGene:154	bronchiectasis	MONDO:0004822
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA1A	NCBIGene:148	bronchiectasis	MONDO:0004822
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA1B	NCBIGene:147	bronchiectasis	MONDO:0004822
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA1D	NCBIGene:146	bronchiectasis	MONDO:0004822
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA2A	NCBIGene:150	bronchiectasis	MONDO:0004822
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA2B	NCBIGene:151	bronchiectasis	MONDO:0004822
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA2C	NCBIGene:152	bronchiectasis	MONDO:0004822
Epinephrine	PUBCHEM.COMPOUND:5816	ADRB2	NCBIGene:154	bronchiectasis	MONDO:0004822
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA1A	NCBIGene:148	bronchiectasis	MONDO:0004822
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA1B	NCBIGene:147	bronchiectasis	MONDO:0004822
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA1D	NCBIGene:146	bronchiectasis	MONDO:0004822
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA2A	NCBIGene:150	bronchiectasis	MONDO:0004822
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA2C	NCBIGene:152	bronchiectasis	MONDO:0004822
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRB1	NCBIGene:153	bronchiectasis	MONDO:0004822
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRB2	NCBIGene:154	bronchiectasis	MONDO:0004822
Pirbuterol	PUBCHEM.COMPOUND:4845	ADRB2	NCBIGene:154	bronchiectasis	MONDO:0004822
Amlexanox	PUBCHEM.COMPOUND:2161	PDE4A	NCBIGene:5141	aphthousstomatitis	MONDO:0004845
Amlexanox	PUBCHEM.COMPOUND:2161	PDE4B	NCBIGene:5142	aphthousstomatitis	MONDO:0004845
Amlexanox	PUBCHEM.COMPOUND:2161	PDE4C	NCBIGene:5143	aphthousstomatitis	MONDO:0004845
Amlexanox	PUBCHEM.COMPOUND:2161	PDE4D	NCBIGene:5144	aphthousstomatitis	MONDO:0004845
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	aphthousstomatitis	MONDO:0004845
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	aphthousstomatitis	MONDO:0004845
Triamcinolone	PUBCHEM.COMPOUND:31307	NR3C1	NCBIGene:2908	aphthousstomatitis	MONDO:0004845
Triamcinoloneacetonide	PUBCHEM.COMPOUND:6436	NR3C1	NCBIGene:2908	aphthousstomatitis	MONDO:0004845
Arformoterol	PUBCHEM.COMPOUND:3083544	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Bitolterol	PUBCHEM.COMPOUND:35330	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA1A	NCBIGene:148	pulmonaryemphysema	MONDO:0004849
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA1B	NCBIGene:147	pulmonaryemphysema	MONDO:0004849
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA1D	NCBIGene:146	pulmonaryemphysema	MONDO:0004849
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA2A	NCBIGene:150	pulmonaryemphysema	MONDO:0004849
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA2B	NCBIGene:151	pulmonaryemphysema	MONDO:0004849
Epinephrine	PUBCHEM.COMPOUND:5816	ADRA2C	NCBIGene:152	pulmonaryemphysema	MONDO:0004849
Epinephrine	PUBCHEM.COMPOUND:5816	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Fluticasonefuroate	PUBCHEM.COMPOUND:9854489	NR3C1	NCBIGene:2908	pulmonaryemphysema	MONDO:0004849
Fluticasonepropionate	PUBCHEM.COMPOUND:444036	NR3C1	NCBIGene:2908	pulmonaryemphysema	MONDO:0004849
Formoterol	PUBCHEM.COMPOUND:3410	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Ipratropium	PUBCHEM.COMPOUND:3746	CHRM3	NCBIGene:1131	pulmonaryemphysema	MONDO:0004849
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA1A	NCBIGene:148	pulmonaryemphysema	MONDO:0004849
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA1B	NCBIGene:147	pulmonaryemphysema	MONDO:0004849
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA1D	NCBIGene:146	pulmonaryemphysema	MONDO:0004849
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA2A	NCBIGene:150	pulmonaryemphysema	MONDO:0004849
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRA2C	NCBIGene:152	pulmonaryemphysema	MONDO:0004849
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRB1	NCBIGene:153	pulmonaryemphysema	MONDO:0004849
Norepinephrine	PUBCHEM.COMPOUND:439260	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
orciprenalinesulfate	CHEBI:83332	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Pirbuterol	PUBCHEM.COMPOUND:4845	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Salmeterol	PUBCHEM.COMPOUND:5152	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Terbutaline	PUBCHEM.COMPOUND:5403	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Theophylline	PUBCHEM.COMPOUND:2153	ADORA1	NCBIGene:134	pulmonaryemphysema	MONDO:0004849
Theophylline	PUBCHEM.COMPOUND:2153	ADORA2A	NCBIGene:135	pulmonaryemphysema	MONDO:0004849
Theophylline	PUBCHEM.COMPOUND:2153	ADORA2B	NCBIGene:136	pulmonaryemphysema	MONDO:0004849
Theophylline	PUBCHEM.COMPOUND:2153	PDE3A	NCBIGene:5139	pulmonaryemphysema	MONDO:0004849
Theophylline	PUBCHEM.COMPOUND:2153	PDE4A	NCBIGene:5141	pulmonaryemphysema	MONDO:0004849
tiotropiumbromide	DrugCentral:2677	CHRM3	NCBIGene:1131	pulmonaryemphysema	MONDO:0004849
Tulobuterol	PUBCHEM.COMPOUND:5606	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Umeclidinium	PUBCHEM.COMPOUND:11519070	CHRM3	NCBIGene:1131	pulmonaryemphysema	MONDO:0004849
Vilanterol	PUBCHEM.COMPOUND:10184665	ADRB2	NCBIGene:154	pulmonaryemphysema	MONDO:0004849
Betamethasone	PUBCHEM.COMPOUND:9782	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Betamethasoneacetate	PUBCHEM.COMPOUND:443967	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Dexamethasone	PUBCHEM.COMPOUND:5743	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Hydrocortisoneacetate	PUBCHEM.COMPOUND:5744	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Indomethacin	PUBCHEM.COMPOUND:3715	PTGS1	NCBIGene:5742	tenosynovitis	MONDO:0004855
Indomethacin	PUBCHEM.COMPOUND:3715	PTGS2	NCBIGene:5743	tenosynovitis	MONDO:0004855
Methylprednisolone	PUBCHEM.COMPOUND:6741	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Prednisolone	PUBCHEM.COMPOUND:5755	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Triamcinolone	PUBCHEM.COMPOUND:31307	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Triamcinoloneacetonide	PUBCHEM.COMPOUND:6436	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Triamcinolonediacetate	PUBCHEM.COMPOUND:6216	NR3C1	NCBIGene:2908	tenosynovitis	MONDO:0004855
Betamethasone	PUBCHEM.COMPOUND:9782	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Betamethasoneacetate	PUBCHEM.COMPOUND:443967	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Hydrocortisoneacetate	PUBCHEM.COMPOUND:5744	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Indomethacin	PUBCHEM.COMPOUND:3715	PTGS1	NCBIGene:5742	tendinitis	MONDO:0004857
Indomethacin	PUBCHEM.COMPOUND:3715	PTGS2	NCBIGene:5743	tendinitis	MONDO:0004857
Methylprednisolone	PUBCHEM.COMPOUND:6741	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Naproxen	PUBCHEM.COMPOUND:156391	PTGS1	NCBIGene:5742	tendinitis	MONDO:0004857
Naproxen	PUBCHEM.COMPOUND:156391	PTGS2	NCBIGene:5743	tendinitis	MONDO:0004857
Prednisolone	PUBCHEM.COMPOUND:5755	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Sulindac	PUBCHEM.COMPOUND:1548887	PTGS2	NCBIGene:5743	tendinitis	MONDO:0004857
Triamcinolone	PUBCHEM.COMPOUND:31307	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Triamcinoloneacetonide	PUBCHEM.COMPOUND:6436	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Triamcinolonediacetate	PUBCHEM.COMPOUND:6216	NR3C1	NCBIGene:2908	tendinitis	MONDO:0004857
Cortisoneacetate	PUBCHEM.COMPOUND:5745	NR3C1	NCBIGene:2908	hemorrhoid	MONDO:0004872
Hydrocortisone	PUBCHEM.COMPOUND:5754	NR3C1	NCBIGene:2908	hemorrhoid	MONDO:0004872
Hydrocortisoneacetate	PUBCHEM.COMPOUND:5744	NR3C1	NCBIGene:2908	hemorrhoid	MONDO:0004872
Lidocaine	PUBCHEM.COMPOUND:3676	SCN10A	NCBIGene:6336	hemorrhoid	MONDO:0004872
Lidocaine	PUBCHEM.COMPOUND:3676	SCN2A	NCBIGene:6326	hemorrhoid	MONDO:0004872
Lidocaine	PUBCHEM.COMPOUND:3676	SCN3A	NCBIGene:6328	hemorrhoid	MONDO:0004872
