Drug_Name	DRUG_CURIES	Gene_Symbol	GENE_CURIES	Disease_Name	DISEASE_CURIES
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRB1	 NCBIGene:153	pulmonary emphysema	MONDO:0004849
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRB2	 NCBIGene:154	pulmonary emphysema	MONDO:0004849
orciprenaline sulfate	 CHEBI:83332	ADRB2	 NCBIGene:154	pulmonary emphysema	MONDO:0004849
Pirbuterol	 PUBCHEM.COMPOUND:4845	ADRB2	 NCBIGene:154	pulmonary emphysema	MONDO:0004849
Salmeterol	 PUBCHEM.COMPOUND:5152	ADRB2	 NCBIGene:154	pulmonary emphysema	MONDO:0004849
Terbutaline	 PUBCHEM.COMPOUND:5403	ADRB2	 NCBIGene:154	pulmonary emphysema	MONDO:0004849
Theophylline	 PUBCHEM.COMPOUND:2153	ADORA1	 NCBIGene:134	pulmonary emphysema	MONDO:0004849
Theophylline	 PUBCHEM.COMPOUND:2153	ADORA2A	 NCBIGene:135	pulmonary emphysema	MONDO:0004849
Theophylline	 PUBCHEM.COMPOUND:2153	ADORA2B	 NCBIGene:136	pulmonary emphysema	MONDO:0004849
Theophylline	 PUBCHEM.COMPOUND:2153	PDE3A	 NCBIGene:5139	pulmonary emphysema	MONDO:0004849
Theophylline	 PUBCHEM.COMPOUND:2153	PDE4A	 NCBIGene:5141	pulmonary emphysema	MONDO:0004849
tiotropium bromide	 DrugCentral:2677	CHRM3	 NCBIGene:1131	pulmonary emphysema	MONDO:0004849
Tulobuterol	 PUBCHEM.COMPOUND:5606	ADRB2	 NCBIGene:154	pulmonary emphysema	MONDO:0004849
Umeclidinium	 PUBCHEM.COMPOUND:11519070	CHRM3	 NCBIGene:1131	pulmonary emphysema	MONDO:0004849
Vilanterol	 PUBCHEM.COMPOUND:10184665	ADRB2	 NCBIGene:154	pulmonary emphysema	MONDO:0004849
Betamethasone	 PUBCHEM.COMPOUND:9782	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Betamethasone acetate	 PUBCHEM.COMPOUND:443967	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Cortisone acetate	 PUBCHEM.COMPOUND:5745	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Dexamethasone	 PUBCHEM.COMPOUND:5743	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Hydrocortisone	 PUBCHEM.COMPOUND:5754	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Hydrocortisone acetate	 PUBCHEM.COMPOUND:5744	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Indomethacin	 PUBCHEM.COMPOUND:3715	PTGS1	 NCBIGene:5742	tenosynovitis	MONDO:0004855
Indomethacin	 PUBCHEM.COMPOUND:3715	PTGS2	 NCBIGene:5743	tenosynovitis	MONDO:0004855
Methylprednisolone	 PUBCHEM.COMPOUND:6741	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Prednisolone	 PUBCHEM.COMPOUND:5755	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Triamcinolone	 PUBCHEM.COMPOUND:31307	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Triamcinolone acetonide	 PUBCHEM.COMPOUND:6436	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Triamcinolone diacetate	 PUBCHEM.COMPOUND:6216	NR3C1	 NCBIGene:2908	tenosynovitis	MONDO:0004855
Betamethasone	 PUBCHEM.COMPOUND:9782	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Betamethasone acetate	 PUBCHEM.COMPOUND:443967	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Cortisone acetate	 PUBCHEM.COMPOUND:5745	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Hydrocortisone	 PUBCHEM.COMPOUND:5754	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Hydrocortisone acetate	 PUBCHEM.COMPOUND:5744	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Indomethacin	 PUBCHEM.COMPOUND:3715	PTGS1	 NCBIGene:5742	tendinitis	MONDO:0004857
Indomethacin	 PUBCHEM.COMPOUND:3715	PTGS2	 NCBIGene:5743	tendinitis	MONDO:0004857
Methylprednisolone	 PUBCHEM.COMPOUND:6741	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Naproxen	 PUBCHEM.COMPOUND:156391	PTGS1	 NCBIGene:5742	tendinitis	MONDO:0004857
Naproxen	 PUBCHEM.COMPOUND:156391	PTGS2	 NCBIGene:5743	tendinitis	MONDO:0004857
Prednisolone	 PUBCHEM.COMPOUND:5755	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Sulindac	 PUBCHEM.COMPOUND:1548887	PTGS2	 NCBIGene:5743	tendinitis	MONDO:0004857
Triamcinolone	 PUBCHEM.COMPOUND:31307	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Triamcinolone acetonide	 PUBCHEM.COMPOUND:6436	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Triamcinolone diacetate	 PUBCHEM.COMPOUND:6216	NR3C1	 NCBIGene:2908	tendinitis	MONDO:0004857
Cortisone acetate	 PUBCHEM.COMPOUND:5745	NR3C1	 NCBIGene:2908	hemorrhoid	MONDO:0004872
Hydrocortisone	 PUBCHEM.COMPOUND:5754	NR3C1	 NCBIGene:2908	hemorrhoid	MONDO:0004872
Hydrocortisone acetate	 PUBCHEM.COMPOUND:5744	NR3C1	 NCBIGene:2908	hemorrhoid	MONDO:0004872
Lidocaine	 PUBCHEM.COMPOUND:3676	SCN10A	 NCBIGene:6336	hemorrhoid	MONDO:0004872
Lidocaine	 PUBCHEM.COMPOUND:3676	SCN2A	 NCBIGene:6326	hemorrhoid	MONDO:0004872
Lidocaine	 PUBCHEM.COMPOUND:3676	SCN3A	 NCBIGene:6328	hemorrhoid	MONDO:0004872
Lidocaine	 PUBCHEM.COMPOUND:3676	SCN4A	 NCBIGene:6329	hemorrhoid	MONDO:0004872
Lidocaine	 PUBCHEM.COMPOUND:3676	SCN5A	 NCBIGene:6331	hemorrhoid	MONDO:0004872
Lidocaine	 PUBCHEM.COMPOUND:3676	SCN9A	 NCBIGene:6335	hemorrhoid	MONDO:0004872
Phenylephrine	 PUBCHEM.COMPOUND:6041	ADRA1A	 NCBIGene:148	hemorrhoid	MONDO:0004872
Phenylephrine	 PUBCHEM.COMPOUND:6041	ADRA1B	 NCBIGene:147	hemorrhoid	MONDO:0004872
Phenylephrine	 PUBCHEM.COMPOUND:6041	ADRA1D	 NCBIGene:146	hemorrhoid	MONDO:0004872
Echothiophate	 PUBCHEM.COMPOUND:10548	ACHE	 NCBIGene:43	esotropia	MONDO:0004896
Cepharanthine	 PUBCHEM.COMPOUND:10206	NFKB1	 NCBIGene:4790	alopecia	MONDO:0004907
Cepharanthine	 PUBCHEM.COMPOUND:10206	PRKAA1	 NCBIGene:5562	alopecia	MONDO:0004907
Minoxidil	 PUBCHEM.COMPOUND:4201	ABCC9	 NCBIGene:10060	alopecia	MONDO:0004907
Minoxidil	 PUBCHEM.COMPOUND:4201	KCNJ11	 NCBIGene:3767	alopecia	MONDO:0004907
Prednisolone	 PUBCHEM.COMPOUND:5755	NR3C1	 NCBIGene:2908	dacryocystitis	MONDO:0004926
Glucagon hydrochloride	 CHEBI:34776	GCGR	 NCBIGene:2642	hypoglycemia	MONDO:0004946
Acalabrutinib	 PUBCHEM.COMPOUND:71226662	BTK	 NCBIGene:695	B-cell chronic lymphocytic leukemia	MONDO:0004948
ALEMTUZUMAB	 CHEMBL.COMPOUND:CHEMBL1201587	CD52	 NCBIGene:1043	B-cell chronic lymphocytic leukemia	MONDO:0004948
Duvelisib	 PUBCHEM.COMPOUND:50905713	PIK3CD	 NCBIGene:5293	B-cell chronic lymphocytic leukemia	MONDO:0004948
Duvelisib	 PUBCHEM.COMPOUND:50905713	PIK3CG	 NCBIGene:5294	B-cell chronic lymphocytic leukemia	MONDO:0004948
Fludarabine phosphate	 PUBCHEM.COMPOUND:30751	POLA1	 NCBIGene:5422	B-cell chronic lymphocytic leukemia	MONDO:0004948
Ibrutinib	 PUBCHEM.COMPOUND:24821094	BTK	 NCBIGene:695	B-cell chronic lymphocytic leukemia	MONDO:0004948
Idelalisib	 PUBCHEM.COMPOUND:11625818	PIK3CD	 NCBIGene:5293	B-cell chronic lymphocytic leukemia	MONDO:0004948
OBINUTUZUMAB	 CHEMBL.COMPOUND:CHEMBL1743048	MS4A1	 NCBIGene:931	B-cell chronic lymphocytic leukemia	MONDO:0004948
OFATUMUMAB	 CHEMBL.COMPOUND:CHEMBL1201836	MS4A1	 NCBIGene:931	B-cell chronic lymphocytic leukemia	MONDO:0004948
Prednisone	 PUBCHEM.COMPOUND:5865	NR3C1	 NCBIGene:2908	B-cell chronic lymphocytic leukemia	MONDO:0004948
RITUXIMAB	 CHEMBL.COMPOUND:CHEMBL1201576	MS4A1	 NCBIGene:931	B-cell chronic lymphocytic leukemia	MONDO:0004948
Venetoclax	 PUBCHEM.COMPOUND:49846579	BCL2	 NCBIGene:596	B-cell chronic lymphocytic leukemia	MONDO:0004948
Betamethasone	 PUBCHEM.COMPOUND:9782	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Betamethasone acetate	 PUBCHEM.COMPOUND:443967	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TNFRSF8	 NCBIGene:943	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB	 NCBIGene:203068	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB1	 NCBIGene:81027	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB2A	 NCBIGene:7280	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB2B	 NCBIGene:347733	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB3	 NCBIGene:10381	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB4A	 NCBIGene:10382	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB4B	 NCBIGene:10383	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB6	 NCBIGene:84617	Hodgkins lymphoma	MONDO:0004952
BRENTUXIMAB VEDOTIN	 CHEMBL.COMPOUND:CHEMBL1742994	TUBB8	 NCBIGene:347688	Hodgkins lymphoma	MONDO:0004952
Carmustine	 PUBCHEM.COMPOUND:2578	GSR	 NCBIGene:2936	Hodgkins lymphoma	MONDO:0004952
Cortisone acetate	 PUBCHEM.COMPOUND:5745	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Dexamethasone	 PUBCHEM.COMPOUND:5743	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Doxorubicin	 PUBCHEM.COMPOUND:31703	TOP2A	 NCBIGene:7153	Hodgkins lymphoma	MONDO:0004952
Hydrocortisone	 PUBCHEM.COMPOUND:5754	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Hydrocortisone acetate	 PUBCHEM.COMPOUND:5744	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Methylprednisolone	 PUBCHEM.COMPOUND:6741	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Prednisolone	 PUBCHEM.COMPOUND:5755	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Prednisone	 PUBCHEM.COMPOUND:5865	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Triamcinolone	 PUBCHEM.COMPOUND:31307	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Triamcinolone acetonide	 PUBCHEM.COMPOUND:6436	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Triamcinolone diacetate	 PUBCHEM.COMPOUND:6216	NR3C1	 NCBIGene:2908	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB	 NCBIGene:203068	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB1	 NCBIGene:81027	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB2A	 NCBIGene:7280	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB2B	 NCBIGene:347733	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB3	 NCBIGene:10381	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB4A	 NCBIGene:10382	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB4B	 NCBIGene:10383	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB6	 NCBIGene:84617	Hodgkins lymphoma	MONDO:0004952
Vinblastine	 PUBCHEM.COMPOUND:13342	TUBB8	 NCBIGene:347688	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB	 NCBIGene:203068	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB1	 NCBIGene:81027	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB2A	 NCBIGene:7280	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB2B	 NCBIGene:347733	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB3	 NCBIGene:10381	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB4A	 NCBIGene:10382	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB4B	 NCBIGene:10383	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB6	 NCBIGene:84617	Hodgkins lymphoma	MONDO:0004952
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB8	 NCBIGene:347688	Hodgkins lymphoma	MONDO:0004952
Tamoxifen	 PUBCHEM.COMPOUND:2733526	ESR1	 NCBIGene:2099	invasive ductal breast carcinoma	MONDO:0004953
Betamethasone	 PUBCHEM.COMPOUND:9782	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Betamethasone acetate	 PUBCHEM.COMPOUND:443967	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Clofarabine	 PUBCHEM.COMPOUND:119182	POLA1	 NCBIGene:5422	acute lymphoblastic leukemia	MONDO:0004967
Clofarabine	 PUBCHEM.COMPOUND:119182	RRM1	 NCBIGene:6240	acute lymphoblastic leukemia	MONDO:0004967
Clofarabine	 PUBCHEM.COMPOUND:119182	RRM2	 NCBIGene:6241	acute lymphoblastic leukemia	MONDO:0004967
Cortisone acetate	 PUBCHEM.COMPOUND:5745	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Cytarabine	 PUBCHEM.COMPOUND:6253	POLA1	 NCBIGene:5422	acute lymphoblastic leukemia	MONDO:0004967
Cytarabine	 PUBCHEM.COMPOUND:6253	POLD1	 NCBIGene:5424	acute lymphoblastic leukemia	MONDO:0004967
Cytarabine	 PUBCHEM.COMPOUND:6253	POLE	 NCBIGene:5426	acute lymphoblastic leukemia	MONDO:0004967
Daunorubicin	 PUBCHEM.COMPOUND:30323	TOP2A	 NCBIGene:7153	acute lymphoblastic leukemia	MONDO:0004967
Dexamethasone	 PUBCHEM.COMPOUND:5743	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Doxorubicin	 PUBCHEM.COMPOUND:31703	TOP2A	 NCBIGene:7153	acute lymphoblastic leukemia	MONDO:0004967
Hydrocortisone	 PUBCHEM.COMPOUND:5754	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Hydrocortisone acetate	 PUBCHEM.COMPOUND:5744	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Mercaptopurine	 PUBCHEM.COMPOUND:667490	PPAT	 NCBIGene:5471	acute lymphoblastic leukemia	MONDO:0004967
Methotrexate	 PUBCHEM.COMPOUND:126941	DHFR	 NCBIGene:1719	acute lymphoblastic leukemia	MONDO:0004967
Methylprednisolone	 PUBCHEM.COMPOUND:6741	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Prednisolone	 PUBCHEM.COMPOUND:5755	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Prednisone	 PUBCHEM.COMPOUND:5865	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Teniposide	 PUBCHEM.COMPOUND:452548	TOP2A	 NCBIGene:7153	acute lymphoblastic leukemia	MONDO:0004967
Triamcinolone	 PUBCHEM.COMPOUND:31307	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Triamcinolone acetonide	 PUBCHEM.COMPOUND:6436	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Triamcinolone diacetate	 PUBCHEM.COMPOUND:6216	NR3C1	 NCBIGene:2908	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB	 NCBIGene:203068	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB1	 NCBIGene:81027	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB2A	 NCBIGene:7280	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB2B	 NCBIGene:347733	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB3	 NCBIGene:10381	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB4A	 NCBIGene:10382	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB4B	 NCBIGene:10383	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB6	 NCBIGene:84617	acute lymphoblastic leukemia	MONDO:0004967
Vincristine	 PUBCHEM.COMPOUND:5978	TUBB8	 NCBIGene:347688	acute lymphoblastic leukemia	MONDO:0004967
ADUCANUMAB	 CHEMBL.COMPOUND:CHEMBL3039540	APP	 NCBIGene:351	Alzheimer disease	MONDO:0004975
Donepezil	 PUBCHEM.COMPOUND:3152	ACHE	 NCBIGene:43	Alzheimer disease	MONDO:0004975
Galantamine	 PUBCHEM.COMPOUND:9651	ACHE	 NCBIGene:43	Alzheimer disease	MONDO:0004975
Rivastigmine	 PUBCHEM.COMPOUND:77991	ACHE	 NCBIGene:43	Alzheimer disease	MONDO:0004975
Rivastigmine	 PUBCHEM.COMPOUND:77991	BCHE	 NCBIGene:590	Alzheimer disease	MONDO:0004975
Tacrine	 PUBCHEM.COMPOUND:1935	ACHE	 NCBIGene:43	Alzheimer disease	MONDO:0004975
Tacrine	 PUBCHEM.COMPOUND:1935	BCHE	 NCBIGene:590	Alzheimer disease	MONDO:0004975
Riluzole	 PUBCHEM.COMPOUND:5070	SCN5A	 NCBIGene:6331	amyotrophic lateral sclerosis	MONDO:0004976
Betamethasone	 PUBCHEM.COMPOUND:9782	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Betamethasone acetate	 PUBCHEM.COMPOUND:443967	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Bitolterol	 PUBCHEM.COMPOUND:35330	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
Budesonide	 PUBCHEM.COMPOUND:5281004	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Ciclesonide	 PUBCHEM.COMPOUND:6918155	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Cortisone acetate	 PUBCHEM.COMPOUND:5745	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Desonide	 PUBCHEM.COMPOUND:5311066	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Dexamethasone	 PUBCHEM.COMPOUND:5743	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
DUPILUMAB	 CHEMBL.COMPOUND:CHEMBL2108675	IL4R	 NCBIGene:3566	asthma	MONDO:0004979
Flunisolide	 PUBCHEM.COMPOUND:82153	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Fluticasone furoate	 PUBCHEM.COMPOUND:9854489	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Hydrocortisone	 PUBCHEM.COMPOUND:5754	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Hydrocortisone acetate	 PUBCHEM.COMPOUND:5744	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Indacaterol	 PUBCHEM.COMPOUND:6918554	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
MEPOLIZUMAB	 CHEMBL.COMPOUND:CHEMBL2108429	IL5	 NCBIGene:3567	asthma	MONDO:0004979
Methylprednisolone	 PUBCHEM.COMPOUND:6741	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Mometasone furoate	 PUBCHEM.COMPOUND:441336	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRA1A	 NCBIGene:148	asthma	MONDO:0004979
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRA1B	 NCBIGene:147	asthma	MONDO:0004979
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRA1D	 NCBIGene:146	asthma	MONDO:0004979
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRA2A	 NCBIGene:150	asthma	MONDO:0004979
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRA2C	 NCBIGene:152	asthma	MONDO:0004979
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRB1	 NCBIGene:153	asthma	MONDO:0004979
Norepinephrine	 PUBCHEM.COMPOUND:439260	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
OMALIZUMAB	 CHEMBL.COMPOUND:CHEMBL1201589	IGHE	 ENSEMBL:ENSG00000211891	asthma	MONDO:0004979
orciprenaline sulfate	 CHEBI:83332	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
Pirbuterol	 PUBCHEM.COMPOUND:4845	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
Pranlukast	 PUBCHEM.COMPOUND:4887	CYSLTR1	 NCBIGene:10800	asthma	MONDO:0004979
Prednisolone	 PUBCHEM.COMPOUND:5755	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Prednisone	 PUBCHEM.COMPOUND:5865	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Reproterol	 PUBCHEM.COMPOUND:25654	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
Terbutaline	 PUBCHEM.COMPOUND:5403	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
Theophylline	 PUBCHEM.COMPOUND:2153	ADORA1	 NCBIGene:134	asthma	MONDO:0004979
Theophylline	 PUBCHEM.COMPOUND:2153	ADORA2A	 NCBIGene:135	asthma	MONDO:0004979
Theophylline	 PUBCHEM.COMPOUND:2153	ADORA2B	 NCBIGene:136	asthma	MONDO:0004979
Theophylline	 PUBCHEM.COMPOUND:2153	PDE3A	 NCBIGene:5139	asthma	MONDO:0004979
Theophylline	 PUBCHEM.COMPOUND:2153	PDE4A	 NCBIGene:5141	asthma	MONDO:0004979
tiotropium bromide	 DrugCentral:2677	CHRM3	 NCBIGene:1131	asthma	MONDO:0004979
Triamcinolone	 PUBCHEM.COMPOUND:31307	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Triamcinolone acetonide	 PUBCHEM.COMPOUND:6436	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Triamcinolone diacetate	 PUBCHEM.COMPOUND:6216	NR3C1	 NCBIGene:2908	asthma	MONDO:0004979
Tulobuterol	 PUBCHEM.COMPOUND:5606	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
Umeclidinium	 PUBCHEM.COMPOUND:11519070	CHRM3	 NCBIGene:1131	asthma	MONDO:0004979
Vilanterol	 PUBCHEM.COMPOUND:10184665	ADRB2	 NCBIGene:154	asthma	MONDO:0004979
Zafirlukast	 PUBCHEM.COMPOUND:5717	CYSLTR1	 NCBIGene:10800	asthma	MONDO:0004979
ABROCITINIB	 CHEMBL.COMPOUND:CHEMBL3655081	JAK1	 NCBIGene:3716	atopic eczema	MONDO:0004980
Alclometasone dipropionate	 PUBCHEM.COMPOUND:636374	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Amcinonide	 PUBCHEM.COMPOUND:443958	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Baricitinib	 PUBCHEM.COMPOUND:44205240	JAK1	 NCBIGene:3716	atopic eczema	MONDO:0004980
Baricitinib	 PUBCHEM.COMPOUND:44205240	JAK2	 NCBIGene:3717	atopic eczema	MONDO:0004980
Betamethasone	 PUBCHEM.COMPOUND:9782	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Betamethasone acetate	 PUBCHEM.COMPOUND:443967	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Betamethasone benzoate	 PUBCHEM.COMPOUND:5282492	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Betamethasone dipropionate	 PUBCHEM.COMPOUND:21800	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Betamethasone valerate	 PUBCHEM.COMPOUND:16533	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Clobetasol propionate	 PUBCHEM.COMPOUND:32798	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Clobetasone butyrate	 PUBCHEM.COMPOUND:71386	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Clocortolone pivalate	 PUBCHEM.COMPOUND:5282493	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Cortisone acetate	 PUBCHEM.COMPOUND:5745	NR3C1	 NCBIGene:2908	atopic eczema	MONDO:0004980
Crisaborole	 PUBCHEM.COMPOUND:44591583	PDE4A	 NCBIGene:5141	atopic eczema	MONDO:0004980
Crisaborole	 PUBCHEM.COMPOUND:44591583	PDE4B	 NCBIGene:5142	atopic eczema	MONDO:0004980
Crisaborole	 PUBCHEM.COMPOUND:44591583	PDE4C	 NCBIGene:5143	atopic eczema	MONDO:0004980
Crisaborole	 PUBCHEM.COMPOUND:44591583	PDE4D	 NCBIGene:5144	atopic eczema	MONDO:0004980
Delgocitinib	 PUBCHEM.COMPOUND:50914062	JAK1	 NCBIGene:3716	atopic eczema	MONDO:0004980
