_id	drug_pubchem_cid	disease_umls	drug_name	disease_name	status	date
DEQANNDTNATYII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:383414	UMLS:C0016382	Octreotide	Flushing	Designated/Approved	1998-08-24
DEQANNDTNATYII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:383414	UMLS:C0391970	Octreotide	Malignant carcinoid tumors	Designated/Approved	1998-08-24
DEQANNDTNATYII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:383414	UMLS:C0011993	Octreotide	Vipoma	Designated/Approved	1998-08-24
DEQANNDTNATYII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:383414	UMLS:C1443924	Octreotide	Severe diarrhea	Designated/Approved	1998-08-24
DEQANNDTNATYII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:383414	UMLS:C0206754	octreotide	Neuroendocrine Tumors	Designated	2010-08-05
DEQANNDTNATYII-UHFFFAOYSA-N	PUBCHEM.COMPOUND:383414	UMLS:C0001206	Octreotide	Acromegaly	Designated/Approved	1998-08-24
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C0001206	Octreotide	Acromegaly	Designated/Approved	1998-08-24
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C0206754	octreotide	Neuroendocrine Tumors	Designated	2010-08-05
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C0027651	Octreotide	Tumors	Designated/Approved	1998-08-24
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C0011993	Octreotide	Vipoma	Designated/Approved	1998-08-24
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C0016382	Octreotide	Flushing	Designated/Approved	1998-08-24
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C0391970	Octreotide	Malignant carcinoid tumors	Designated/Approved	1998-08-24
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C0011991	Octreotide	Diarrhea	Designated/Approved	1998-08-24
DEQANNDTNATYII-XOEBDJBESA-N	PUBCHEM.COMPOUND:90488715	UMLS:C1443924	Octreotide	Severe diarrhea	Designated/Approved	1998-08-24
DERJYEZSLHIUKF-UHFFFAOYSA-N	PUBCHEM.COMPOUND:9703	UMLS:C0555198	Procarbazine HCl	Malignant Glioma	Designated	2006-08-08
DEVSOMFAQLZNKR-RJRFIUFISA-N	PUBCHEM.COMPOUND:71481097	UMLS:C0026764	selinexor	Multiple Myeloma	Designated/Approved	2015-01-05
DEVSOMFAQLZNKR-RJRFIUFISA-N	PUBCHEM.COMPOUND:71481097	UMLS:C0023467	selinexor	Acute myeloid leukemia	Designated	2014-05-14
DEVSOMFAQLZNKR-RJRFIUFISA-N	PUBCHEM.COMPOUND:71481097	UMLS:C1332201	selinexor	Diffuse Large B-Cell Lymphoma	Designated/Approved	2014-05-14
DEVSOMFAQLZNKR-RJRFIUFISA-N	PUBCHEM.COMPOUND:71481097	UMLS:C0026764	selinexor	Multiple Myeloma	Designated/Approved	2015-01-05
DEVSOMFAQLZNKR-RJRFIUFISA-N	PUBCHEM.COMPOUND:71481097	UMLS:C1261473	selinexor	Soft tissue sarcoma	Designated	2016-07-07
DGBIGWXXNGSACT-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2802	UMLS:C0234166	Clonazepam	Hyperekplexia	Designated	1994-08-04
DGMKFQYCZXERLX-UHFFFAOYSA-N	PUBCHEM.COMPOUND:4922	UMLS:C0235974	Proglumide	PANCREATIC CANCER	Designated	2020-06-16
DGMKFQYCZXERLX-UHFFFAOYSA-N	PUBCHEM.COMPOUND:4922	UMLS:C0024623	Proglumide	Gastric Cancer	Designated	2020-07-23
DGMKFQYCZXERLX-UHFFFAOYSA-N	PUBCHEM.COMPOUND:4922	UMLS:C0149521	Proglumide	Chronic pancreatitis	Designated	2020-09-09
DGTVQJOTEDTFMR-VYFXDUNUSA-N	PUBCHEM.COMPOUND:126970648	UMLS:C0342543	Histrelin acetate	Central Precocious Puberty	Designated/Approved	1988-08-10
DGVCEXQFNYYRQI-BTJKTKAUSA-N	PUBCHEM.COMPOUND:46937352	UMLS:C1368683	milciclib maleate	epithelial tumors	Designated/Withdrawn	2012-09-20
DHMTURDWPRKSOA-RUZDIDTESA-N	PUBCHEM.COMPOUND:148195	UMLS:C0009450	lonafarnib	Infection	Designated	2013-11-19
DHMTURDWPRKSOA-RUZDIDTESA-N	PUBCHEM.COMPOUND:148195	UMLS:C0011220	lonafarnib	Hepatitis Delta Virus	Designated	2013-11-19
DHMTURDWPRKSOA-RUZDIDTESA-N	PUBCHEM.COMPOUND:148195	UMLS:C0033300	lonafarnib	Hutchinson-Gilford Progeria Syndrome	Designated/Approved	2011-04-18
DHZBEENLJMYSHQ-XCVPVQRUSA-N	PUBCHEM.COMPOUND:5944	UMLS:C0016436	cantharidin	Folliculitis	Designated	2012-07-24
DHZBEENLJMYSHQ-XCVPVQRUSA-N	PUBCHEM.COMPOUND:5944	UMLS:C0221271	cantharidin	Elastosis perforans serpiginosa	Designated	2012-07-24
DHZBEENLJMYSHQ-XCVPVQRUSA-N	PUBCHEM.COMPOUND:5944	UMLS:C0263382	cantharidin	Kyrle's disease	Designated	2012-07-24
DHZIAGCFFSRULK-UHFFFAOYSA-H	PUBCHEM.COMPOUND:91667962	UMLS:C0006666	hexasodium phytate	Calciphylaxis	Designated	2012-12-02
DIKSYHCCYVYKRO-UHFFFAOYSA-N	PUBCHEM.COMPOUND:54684617	UMLS:C0036421	paquinimod	Systemic sclerosis	Designated	2014-01-17
DJUFPMUQJKWIJB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:107771	UMLS:C0041234	Pyronaridine	Chagas Disease	Designated	2019-10-21
DJWUNCQRNNEAKC-UHFFFAOYSA-L	PUBCHEM.COMPOUND:11192	UMLS:C0019202	Zinc acetate	Wilson's Disease	Designated/Approved	1985-11-06
DKHGMERMDICWDU-GHDNBGIDSA-N	PUBCHEM.COMPOUND:5282367	UMLS:C2239176	menatetrenone	HEPATOCELLULAR CARCINOMA	Designated	2010-11-02
DKHGMERMDICWDU-GHDNBGIDSA-N	PUBCHEM.COMPOUND:5282367	UMLS:C0023487	menatetrenone	Acute Promyelocytic Leukemia	Designated	2010-11-02
DKHGMERMDICWDU-GHDNBGIDSA-N	PUBCHEM.COMPOUND:5282367	UMLS:C0023467	menatetrenone	Acute myeloid leukemia	Designated	2011-03-17
DKHGMERMDICWDU-GHDNBGIDSA-N	PUBCHEM.COMPOUND:5282367	UMLS:C3463824	menatetrenone	MYELODYSPLASTIC SYNDROME	Designated	2011-02-04
DLGOEMSEDOSKAD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2578	UMLS:C0006826	Carmustine	MALIGNANCIES	Designated	2000-07-03
DMAHZCZCPVOYGS-ZLSDMPCXSA-L	PUBCHEM.COMPOUND:135565472	UMLS:C0027962	tin ethyl etiopurpurin	Nevus	Designated	2018-01-16
DMAHZCZCPVOYGS-ZLSDMPCXSA-L	PUBCHEM.COMPOUND:135565472	UMLS:C0007117	tin ethyl etiopurpurin	Basal cell carcinoma	Designated	2018-01-16
DMJNNHOOLUXYBV-PQTSNVLCSA-N	PUBCHEM.COMPOUND:441130	UMLS:C0035243	Meropenem	Respiratory Tract Infection	Designated/Withdrawn	2000-04-27
DMJNNHOOLUXYBV-PQTSNVLCSA-N	PUBCHEM.COMPOUND:441130	UMLS:C0010674	Meropenem	Cystic Fibrosis	Designated/Withdrawn	2000-04-27
DNUXJWBKTMJNEP-JVSLBXKQSA-N	PUBCHEM.COMPOUND:131842305	UMLS:C0494165	Disaccharide tripeptide glycerol dipalmitoyl	hepatic metastases	Designated	1990-03-01
DNUXJWBKTMJNEP-JVSLBXKQSA-N	PUBCHEM.COMPOUND:131842305	UMLS:C1319315	Disaccharide tripeptide glycerol dipalmitoyl	Colorectal Adenocarcinoma	Designated	1990-03-01
DOAUQKRTILFGHV-PDCMDPCFSA-N	PUBCHEM.COMPOUND:146170995	UMLS:C0036992	glepaglutide	Short Bowel Syndrome	Designated	2017-10-20
DOHVAKFYAHLCJP-UHFFFAOYSA-N	PUBCHEM.COMPOUND:135413525	UMLS:C0079773	Peldesine	cutaneous T-cell lymphoma	Designated	1993-10-05
DOMWKUIIPQCAJU-LJHIYBGHSA-N	PUBCHEM.COMPOUND:169870	UMLS:C0151526	hydroxyprogesterone caproate	Preterm Birth	Designated/Approved	2007-01-25
DOMWKUIIPQCAJU-LJHIYBGHSA-N	PUBCHEM.COMPOUND:169870	UMLS:C0151526	hydroxyprogesterone caproate	Preterm Birth	Designated/Approved	2007-01-25
DOUYETYNHWVLEO-UHFFFAOYSA-N	PUBCHEM.COMPOUND:57469	UMLS:C0007099	Imiquimod	Carcinoma in Situ	Designated	2014-12-03
DPFYBZWSVVKNPZ-AQWIXGDGSA-N	PUBCHEM.COMPOUND:71315856	UMLS:C0155119	Dextran 70	Recurrent corneal erosion	Designated	1990-03-05
DPFYBZWSVVKNPZ-SYWJPMBBSA-N	PUBCHEM.COMPOUND:92043573	UMLS:C0010674	dextran 1	Cystic Fibrosis	Designated	2003-03-21
DPHUWDIXHNQOSY-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10331844	UMLS:C0235974	napabucasin	PANCREATIC CANCER	Designated	2016-10-25
DPHUWDIXHNQOSY-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10331844	UMLS:C0024623	napabucasin	Gastric Cancer	Designated/Withdrawn	2016-06-20
DQCKKXVULJGBQN-XFWGSAIBSA-N	PUBCHEM.COMPOUND:5360515	UMLS:C0241910	naltrexone	Autoimmune hepatitis	Designated	2015-01-13
DQCKKXVULJGBQN-XFWGSAIBSA-N	PUBCHEM.COMPOUND:5360515	UMLS:C0032768	naltrexone	Postherpetic neuralgia	Designated	2015-02-23
DQCKKXVULJGBQN-XFWGSAIBSA-N	PUBCHEM.COMPOUND:5360515	UMLS:C0010346	naltrexone	Crohn's Disease	Designated	2010-01-19
DQHNAVOVODVIMG-RGECMCKFSA-M	PUBCHEM.COMPOUND:5487426	UMLS:C0010674	Tiotropium bromide	Cystic Fibrosis	Designated/Withdrawn	2008-01-08
DQHNAVOVODVIMG-RGECMCKFSA-M	PUBCHEM.COMPOUND:5487426	UMLS:C1547996	Tiotropium bromide	Pulmonary Function	Designated/Withdrawn	2008-01-08
DQJDBUPLRMRBAB-WZTVWXICSA-N	PUBCHEM.COMPOUND:24970412	UMLS:C0268407	tafamidis meglumine	Amyloid cardiomyopathy	Designated/Approved	2012-02-17
DQOCFCZRZOAIBN-AZCDKEHOSA-L	PUBCHEM.COMPOUND:146156970	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-AZCDKEHOSA-L	PUBCHEM.COMPOUND:146156970	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-BYFNXCQMSA-M	PUBCHEM.COMPOUND:152743320	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-BYFNXCQMSA-M	PUBCHEM.COMPOUND:152743320	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-IQFXPAJWSA-L	PUBCHEM.COMPOUND:45357193	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-IQFXPAJWSA-L	PUBCHEM.COMPOUND:45357193	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-JLKASCPDSA-L	PUBCHEM.COMPOUND:6474319	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-JLKASCPDSA-L	PUBCHEM.COMPOUND:6474319	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-PMEYKKDOSA-L	PUBCHEM.COMPOUND:50935334	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-PMEYKKDOSA-L	PUBCHEM.COMPOUND:50935334	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-UVKKECPRSA-L	PUBCHEM.COMPOUND:24892771	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-UVKKECPRSA-L	PUBCHEM.COMPOUND:24892771	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-WZHZPDAFSA-L	PUBCHEM.COMPOUND:16056828	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-WZHZPDAFSA-L	PUBCHEM.COMPOUND:16056828	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQOCFCZRZOAIBN-WZHZPDAFSA-L	PUBCHEM.COMPOUND:16056828	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-WZHZPDAFSA-L	PUBCHEM.COMPOUND:16056828	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-WZHZPDAFSA-L	PUBCHEM.COMPOUND:16056828	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated	2000-09-22
DQOCFCZRZOAIBN-WZHZPDAFSA-L	PUBCHEM.COMPOUND:16056828	UMLS:C0238080	Hydroxocobalamin	Cyanide poisoning	Designated/Approved	2003-11-25
DQQCJDBYNZMPOA-FFXKMJQXSA-N	PUBCHEM.COMPOUND:6852399	UMLS:C0751699	Apomorphine hydrochloride	Minimally Conscious State	Designated	2006-05-23
DQQCJDBYNZMPOA-FFXKMJQXSA-N	PUBCHEM.COMPOUND:6852399	UMLS:C0876926	Apomorphine hydrochloride	Traumatic Brain Injury	Designated	2006-05-23
DQQCJDBYNZMPOA-FFXKMJQXSA-N	PUBCHEM.COMPOUND:6852399	UMLS:C0917808	Apomorphine hydrochloride	Vegetative State	Designated	2006-05-23
DRFDPXKCEWYIAW-UHFFFAOYSA-M	PUBCHEM.COMPOUND:4194514	UMLS:C0029434	risedronate sodium	Osteogenesis Imperfecta	Designated/Withdrawn	2006-12-18
DRHXTSWSUAJOJZ-FMDGEEDCSA-N	PUBCHEM.COMPOUND:5289024	UMLS:C0039373	N-acetyl-glucosamine thiazoline	Tay-Sachs Disease	Designated	2006-02-06
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C2239176	melatonin	HEPATOCELLULAR CARCINOMA	Designated	2019-02-28
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0038819	Melatonin	Heat Stroke	Designated	2019-04-22
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0035344	Melatonin	Retinopathy of Prematurity	Designated	2020-04-20
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0559477	melatonin	Perinatal asphyxia	Designated	2018-03-08
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0038525	melatonin	Subarachnoid Hemorrhage	Designated	2018-03-28
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0035344	Melatonin	Retinopathy of Prematurity	Designated	2020-04-20
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C2937358	Melatonin	Intracerebral Hemorrhage	Designated	2020-01-22
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0036992	melatonin	Short Bowel Syndrome	Designated	2017-02-14
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0520799	melatonin	Acute Radiation Syndrome	Designated	2018-10-22
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0039082	melatonin	Syndrome	Designated	2016-11-03
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0877792	Melatonin	Circadian rhythm sleep disorders	Designated	1993-11-15
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0014356	melatonin	Enterocolitis	Designated	2017-01-25
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C3898147	melatonin	Neonatal Hypoxic Ischemic Encephalopathy	Designated	2013-04-12
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0456909	Melatonin	Blind	Designated	1993-11-15
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0851578	Melatonin	Sleep-wake disorder	Designated	2004-07-09
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0456909	Melatonin	Blind	Designated	2004-07-09
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0572025	melatonin	Acetaminophen overdose	Designated	2017-03-02
DRLFMBDRBRZALE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:896	UMLS:C0235974	melatonin	PANCREATIC CANCER	Designated	2019-10-09
DRMCATBEKSVAPL-BNTLRKBRSA-N	PUBCHEM.COMPOUND:9887053	UMLS:C4721610	Oxaliplatin	Ovarian Cancer	Designated	1992-10-06
DSBPAFWXMCKFIM-BSOLPCOYSA-N	PUBCHEM.COMPOUND:9844677	UMLS:C0027796	L-threonyl-L-prolyl-L-prolyl-L-threonine	Neuropathic Pain	Designated	2005-04-26
DSBPAFWXMCKFIM-BSOLPCOYSA-N	PUBCHEM.COMPOUND:9844677	UMLS:C0037929	L-threonyl-L-prolyl-L-prolyl-L-threonine	Spinal Cord Injury	Designated	2005-04-26
DSDNAKHZNJAGHN-GGIHZKEUSA-N	PUBCHEM.COMPOUND:44564218	UMLS:C0030200	resiniferatoxin	intractable pain	Designated	2003-05-13
DSDNAKHZNJAGHN-IHCAYWNCSA-N	PUBCHEM.COMPOUND:104826	UMLS:C0030200	resiniferatoxin	intractable pain	Designated	2003-05-13
DSDNAKHZNJAGHN-MXTYGGKSSA-N	PUBCHEM.COMPOUND:5702546	UMLS:C0030200	resiniferatoxin	intractable pain	Designated	2003-05-13
DSDNAKHZNJAGHN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:5148108	UMLS:C0030200	resiniferatoxin	intractable pain	Designated	2003-05-13
DSDNAKHZNJAGHN-VQBCBPMFSA-N	PUBCHEM.COMPOUND:6324660	UMLS:C0030200	resiniferatoxin	intractable pain	Designated	2003-05-13
DSDNAKHZNJAGHN-WLJYXNHNSA-N	PUBCHEM.COMPOUND:134688669	UMLS:C0030200	resiniferatoxin	intractable pain	Designated	2003-05-13
DSDNAKHZNJAGHN-YOHYOAFPSA-N	PUBCHEM.COMPOUND:2733497	UMLS:C0030200	resiniferatoxin	intractable pain	Designated	2003-05-13
DUGMCDWNXXFHDE-VZYDHVRKSA-N	PUBCHEM.COMPOUND:6450830	UMLS:C3714796	ibutamoren mesylate	Growth hormone deficiency	Designated	2017-06-15
DUYJMQONPNNFPI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71496458	UMLS:C3539721	osimertinib	Non-Small Cell Lung Cancer	Designated/Approved	2014-09-04
DUYJMQONPNNFPI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71496458	UMLS:C1414313	osimertinib	EPIDERMAL GROWTH FACTOR RECEPTOR	Designated/Approved	2014-09-04
DUYJMQONPNNFPI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71496458	UMLS:C3539721	osimertinib	Non-Small Cell Lung Cancer	Designated/Approved	2014-09-04
DUYJMQONPNNFPI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71496458	UMLS:C3539721	osimertinib	Non-Small Cell Lung Cancer	Designated/Approved	2014-09-04
DUYJMQONPNNFPI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71496458	UMLS:C1414313	osimertinib	EPIDERMAL GROWTH FACTOR RECEPTOR	Designated/Approved	2014-09-04
DUYJMQONPNNFPI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71496458	UMLS:C1414313	osimertinib	EPIDERMAL GROWTH FACTOR RECEPTOR	Designated/Approved	2014-09-04
DVASNQYQOZHAJN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:41870	UMLS:C0020433	Flumecinol	Hyperbilirubinemia	Designated/Withdrawn	1985-01-15
DVZQUMSQEGOYMX-UHFFFAOYSA-N	PUBCHEM.COMPOUND:122540907	UMLS:C0017636	(1-hydroxy-2-oxopiperidin-3-yl)phosphonic acid	Glioblastoma	Designated	2018-08-09
DWGQFQRWFYIINU-UHFFFAOYSA-N	PUBCHEM.COMPOUND:134687437	UMLS:C2363142	tinostamustine hydrochloride	T-Cell Prolymphocytic Leukemia	Designated	2019-03-15
DWGQFQRWFYIINU-UHFFFAOYSA-N	PUBCHEM.COMPOUND:134687437	UMLS:C0026764	tinostamustine hydrochloride	Multiple Myeloma	Designated	2018-04-02
DWLTUUXCVGVRAV-XWRHUKJGSA-N	PUBCHEM.COMPOUND:9832404	UMLS:C0039082	davunetide	Syndrome	Designated	2018-02-22
DWLTUUXCVGVRAV-XWRHUKJGSA-N	PUBCHEM.COMPOUND:9832404	UMLS:C0038868	davunetide	Progressive supranuclear palsy	Designated	2009-12-07
DWLTUUXCVGVRAV-XWRHUKJGSA-N	PUBCHEM.COMPOUND:9832404	UMLS:C1423715	davunetide	ADNP	Designated	2018-02-22
DWYRIWUZIJHQKQ-SANMLTNESA-N	PUBCHEM.COMPOUND:118023034	UMLS:C0024899	avapritinib	Mastocytosis	Designated	2016-01-21
DWYRIWUZIJHQKQ-SANMLTNESA-N	PUBCHEM.COMPOUND:118023034	UMLS:C0238198	avapritinib	Gastrointestinal Stromal Tumors	Designated/Approved	2016-01-06
DYDCUQKUCUHJBH-REOHCLBHSA-N	PUBCHEM.COMPOUND:449215	UMLS:C0017205	L-cycloserine	Gaucher's Disease	Designated	1989-08-01
DYLUUSLLRIQKOE-UHFFFAOYSA-N	PUBCHEM.COMPOUND:89683805	UMLS:C0023467	enasidenib	Acute myelogenous leukemia	Designated/Approved	2014-06-12
DYNHJHQFHQTFTP-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10366136	UMLS:C0024623	crenolanib	Gastric Cancer	Designated	2019-10-21
DYNHJHQFHQTFTP-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10366136	UMLS:C0006826	crenolanib	Cancer	Designated	2019-10-21
DYNHJHQFHQTFTP-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10366136	UMLS:C1261473	crenolanib	Soft tissue sarcoma	Designated	2011-03-18
DYNHJHQFHQTFTP-UHFFFAOYSA-N	PUBCHEM.COMPOUND:10366136	UMLS:C0023467	crenolanib	Acute myelogenous leukemia	Designated	2012-10-31
DZNHRKNLTYYMQA-ZIGBGYJWSA-N	PUBCHEM.COMPOUND:135738681	UMLS:C4721579	Leucovorin calcium	Metastatic colorectal cancer	Designated/Withdrawn	1988-06-23
FASDKYOPVNHBLU-SSDOTTSWSA-N	PUBCHEM.COMPOUND:59868	UMLS:C1540912	Dexpramipexole	Hypereosinophilic syndrome	Designated	2019-04-22
FASDKYOPVNHBLU-SSDOTTSWSA-N	PUBCHEM.COMPOUND:59868	UMLS:C0002736	dexpramipexole	Amyotrophic Lateral Sclerosis	Designated	2007-10-11
FASDKYOPVNHBLU-ZETCQYMHSA-N	PUBCHEM.COMPOUND:119570	UMLS:C0040517	pramipexole	Tourette's Syndrome	Designated	2008-01-31
FBHSPRKOSMHSIF-GRMWVWQJSA-N	PUBCHEM.COMPOUND:189821	UMLS:C3495559	deflazacort	JIA	Designated/Withdrawn	2015-10-22
FBHSPRKOSMHSIF-GRMWVWQJSA-N	PUBCHEM.COMPOUND:189821	UMLS:C0003864	deflazacort	Arthritis	Designated/Withdrawn	2015-10-22
FBHSPRKOSMHSIF-GRMWVWQJSA-N	PUBCHEM.COMPOUND:189821	UMLS:C0013264	deflazacort	DUCHENNE MUSCULAR DYSTROPHY	Designated/Approved	2013-08-16
FBHSPRKOSMHSIF-GRMWVWQJSA-N	PUBCHEM.COMPOUND:189821	UMLS:C0013264	deflazacort	DUCHENNE MUSCULAR DYSTROPHY	Designated	2010-09-16
FBHSPRKOSMHSIF-GRMWVWQJSA-N	PUBCHEM.COMPOUND:189821	UMLS:C0013264	deflazacort	DUCHENNE MUSCULAR DYSTROPHY	Designated/Approved	2013-08-16
FBKMWOJEPMPVTQ-UHFFFAOYSA-N	PUBCHEM.COMPOUND:135564890	UMLS:C0025202	epacadostat	melanoma	Designated	2016-02-11
FBOZXECLQNJBKD-ZDUSSCGKSA-N	PUBCHEM.COMPOUND:126941	UMLS:C3495559	methotrexate	Juvenile rheumatoid arthritis	Designated/Withdrawn	1993-08-23
FBOZXECLQNJBKD-ZDUSSCGKSA-N	PUBCHEM.COMPOUND:126941	UMLS:C0026896	Methotrexate	Myasthenia Gravis	Designated	2014-08-28
FBOZXECLQNJBKD-ZDUSSCGKSA-N	PUBCHEM.COMPOUND:126941	UMLS:C0242852	methotrexate	Proliferative vitreoretinopathy	Designated	2018-04-11
FBOZXECLQNJBKD-ZDUSSCGKSA-N	PUBCHEM.COMPOUND:126941	UMLS:C0023449	methotrexate	Acute lymphoblastic leukemia	Designated	2009-08-20
FBOZXECLQNJBKD-ZDUSSCGKSA-N	PUBCHEM.COMPOUND:126941	UMLS:C0032987	methotrexate	Ectopic Pregnancy	Designated	2019-03-25
FBPFZTCFMRRESA-KVTDHHQDSA-N	PUBCHEM.COMPOUND:6251	UMLS:C0006267	MANNITOL	Bronchiectasis	Designated/Approved	2005-02-11
FBPFZTCFMRRESA-KVTDHHQDSA-N	PUBCHEM.COMPOUND:6251	UMLS:C0010674	MANNITOL	Cystic Fibrosis	Designated/Approved	2005-02-11
FCCNSUIJIOOXEZ-SJYYZXOBSA-N	PUBCHEM.COMPOUND:37720	UMLS:C0026703	pentosan polysulfate	Mucopolysaccharidosis	Designated	2020-04-28
FCKJYANJHNLEEP-SRLFHJKTSA-N	PUBCHEM.COMPOUND:6434253	UMLS:C0543799	24,25 dihydroxycholecalciferol	uremic osteodystrophy	Designated	1987-02-27
FCKJYANJHNLEEP-XRWYNYHCSA-N	PUBCHEM.COMPOUND:5283748	UMLS:C3536983	Secalciferol	Familial Hypophosphatemic Rickets	Designated	1993-07-26
FCWSQAKOPTZCOD-SQYSSJHTSA-N	PUBCHEM.COMPOUND:101163123	UMLS:C0750952	etoposide toniribate	Biliary Tract Cancer	Designated	2019-02-11
FDLYAMZZIXQODN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:23725625	UMLS:C4721610	olaparib	Ovarian Cancer	Designated/Approved	2013-10-16
FDLYAMZZIXQODN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:23725625	UMLS:C1514428	olaparib	Primary Peritoneal Cancer	Designated/Approved	2018-05-15
